book_id,goodreads_book_id,title,authors,average_rating,ratings_count,to_read_count,tag_list
8481,11133791,Tilt,Ellen Hopkins,4.2,12141,36,"to-read, kindle, books, summer-2013, pregnancy"
8482,2747288,"Dragonheart (Pern, #21)",Todd J. McCaffrey,4.14,10996,15,"to-read, here-be-dragons, e-book, fantasy-and-sci-fi, bookshelf"
8483,17569860,"Conquer Your Love (Surrender Your Love, #2)",J.C. Reed,4.01,16089,17,"to-read, 2013-release, 4-stars, 2014-read, have"
8484,7980,"Pearls of Lutra (Redwall, #9)",Brian Jacques,3.99,15605,8,"to-read, childhood-favourites, favourites, series-redwall, 1990s"
8485,4224060,The Element: How Finding Your Passion Changes Everything,"Ken Robinson, Lou Aronica",3.89,9074,37,"to-read, to-read-non-fiction, coaching, social-science, thought-provoking"
8486,24611425,The Secret Chord,Geraldine Brooks,3.55,9228,91,"to-read, biography, women-authors, never-finished, mythology"
8487,18752959,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),Rick Riordan,4.31,11947,50,"to-read, want, 4-stars, favorite-authors, wish-list"
8488,17443673,A Different Blue,Amy Harmon,4.22,14183,41,"to-read, read-in-2017, read-in-2015, lendable, stand-alones"
8489,2159007,Downtown Owl,Chuck Klosterman,3.53,9666,20,"to-read, audible, signed, mine, purchased"
8490,797094,Halo: The Flood,William C. Dietz,3.69,9709,3,"to-read, home, childhood, favourites, video-game-fiction"
8491,92846,"Antrax (Voyage of the Jerle Shannara, #2)",Terry Brooks,3.94,12947,2,"to-read, general, druids, elves, fantasy-books"
8492,676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.24,10999,33,"to-read, ebook, read-2013, e-books, ebooks"
8493,12924253,"Once (Eve, #2)",Anna Carey,3.9,15315,25,"to-read, reviewed, paranormal, july-2012, sequel"
8494,17970255,"Into the Deep (Into the Deep, #1)",Samantha Young,4.09,19288,39,"to-read, faves, bad-boy, bad-boys, alpha-male"
8495,61909,"Mirror Dance (Vorkosigan Saga, #8)",Lois McMaster Bujold,4.32,14391,8,"to-read, locus, locus-award, hugo-nebula, science-fiction-and-fantasy"
8496,384457,Agnes and the Hitman,"Jennifer Crusie, Bob Mayer",3.93,15848,15,"to-read, standalone, favorite-authors, my-library, jennifer-cruise"
8497,6493321,Logicomix: An epic search for truth,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",4.01,11004,18,"graphic-novels, graphicnovel, comic-books, graphic-novels-manga, bio"
8498,7992363,HHhH,Laurent Binet,4.07,7765,27,"to-read, literatuur, assassination, did-not-finish, unfinished"
8499,22693222,The Residence: Inside the Private World of the White House,Kate Andersen Brower,3.75,8841,46,"to-read, first-ladies, finished, maybe, first-reads"
8500,17455815,"Stone Cold Touch (The Dark Elements, #2)",Jennifer L. Armentrout,4.38,18262,31,"to-read, demon, funny, tbr, my-books"
8501,16127237,The Life List,Lori Nelson Spielman,4.08,8301,22,"to-read, read-2014, bought, gelesen, ebook"
8502,11864728,"The Rising (Darkness Rising, #3)",Kelley Armstrong,4.13,17452,44,"to-read, action, young-adult-fiction, 2013-release, sequels"
8503,80890,Buddenbrooks: The Decline of a Family,"Thomas Mann, John E. Woods, T.J. Reed",4.13,12049,65,"to-read, literature-german, abandoned, lit, translation"
8504,231560,Uncle Vanya,Anton Chekhov,3.84,11418,17,"to-read, classics-to-read, 19th-century-literature, russian-authors, to-reread"
8505,10844125,The Christmas Wedding,"James Patterson, Richard DiLallo",3.32,12736,29,"to-read, calibre, 2013-reads, read-in-2013, shelfari-wishlist"
8506,18392,"The Lost Years (The Lost Years of Merlin, #1)",T.A. Barron,3.97,12146,15,"to-read, ya-books, fantasy-fiction, children-s-literature, england"
8507,6080889,"Storm Glass (Glass, #1)",Maria V. Snyder,3.95,18218,28,"to-read, audiobooks, paperback, action, part-of-a-series"
8508,11229,"The Sea, the Sea","Iris Murdoch, Mary Kinzie",3.9,10849,51,"to-read, default, unread, bookclub, fiction-to-read"
8509,13417946,"Eden (Providence, #3)",Jamie McGuire,4.17,15420,36,"to-read, favorite-books, indie, trilogies, purchased"
8510,103815,"Among the Enemy (Shadow Children, #6)",Margaret Peterson Haddix,4.16,14836,21,"to-read, wish-list, finished-series, 4-stars, have"
8511,13502970,"Incendiary (The Premonition, #4)",Amy A. Bartol,4.43,12468,24,"to-read, college-romance, 5-star, library, ya-fantasy"
8512,769658,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,3.49,11671,10,"to-read, hubbard, general, thriller, read-again"
8513,129565,Financial Peace Revisited,Dave Ramsey,4.31,10914,19,"to-read, professional, ebooks, have, other"
8514,43352,I'll Be Seeing You,Mary Higgins Clark,3.79,13804,5,"to-read, chick-lit, mystery--suspense, mary-higgins-clark-books, 1993"
8515,7521400,This Time Together: Laughter and Reflection,Carol Burnett,4.05,10609,26,"to-read, friendship, autobiography-biography, short-stories, history"
8516,12349,My Year of Meats,Ruth Ozeki,3.93,10297,27,"to-read, environment, women-writers, canadian, food-books"
8517,60925,Fledgling,Octavia E. Butler,3.9,11792,26,"to-read, contemporary, read-in-2015, owned-books, black-authors"
8518,11665750,"At Peace (The 'Burg, #2)",Kristen Ashley,4.49,23308,16,"to-read, mystery-suspense, single-parent, lendable, angst"
8519,401876,The House of God,"Samuel Shem, John Updike",3.95,8812,36,"to-read, to-re-read, did-not-finish, priority, books-we-own"
8520,18045473,Last Train to Istanbul,"Ayşe Kulin, John W. Baker",3.81,6870,10,"to-read, novel, borrowed, on-my-bookshelf, unfinished"
8521,22749539,Echo,Pam Muñoz Ryan,4.36,14864,58,"to-read, ya-fiction, california, families, orphans"
8522,428862,Wreck This Journal,Keri Smith,4.19,10012,27,"to-read, stand-alone, want-to-read, read-in-2013, read-in-2015"
8523,70561,The Gulag Archipelago 1918-1956,"Aleksandr Solzhenitsyn, Edward E. Ericson Jr.",4.15,10693,67,"to-read, next, nonfiction-history, non-fic, daria"
8524,270032,Seven Years in Tibet,Heinrich Harrer,4.05,11283,50,"to-read, austria, asian, cultural, india"
8525,6080420,Commencement ,J. Courtney Sullivan,3.36,12653,24,"to-read, audio, ya, smith, read-2009"
8526,592089,"The Bar Code Tattoo (Bar Code, #1)",Suzanne Weyn,3.55,14037,84,"to-read, ya-books, middle-school, need-to-buy, read-in-2013"
8527,8158992,"MacRieve (Immortals After Dark, #14)",Kresley Cole,4.3,17488,33,"to-read, succubus, fantasy-paranormal, my-books, owned-books"
8528,8105569,Oogy: The Dog Only a Family Could Love,Larry Levin,4.04,10273,26,"to-read, ebooks, i-own, non-fiction-animals, books-about-animals"
8529,36064,"American Tabloid (Underworld USA, #1)",James Ellroy,4.21,10193,21,"to-read, america, mysteries, contemporary, my-library"
8530,7124101,"The Fallen and Leviathan (The Fallen, #1-2)",Thomas E. Sniegoski,3.74,13676,62,"to-read, bought, bookshelf, young-adult-fiction, re-read"
8531,20082,"The Renegades of Pern (Pern, #10)",Anne McCaffrey,3.84,14387,6,"to-read, pern-series, scanned, paper, epic"
8532,2530,Baltasar and Blimunda,"José Saramago, Giovanni Pontiero",3.9,5321,11,"to-read, narrativa, never-finished, dnf, european"
8533,153136,The Cake Bible,"Rose Levy Beranbaum, Maria Guarnaschelli, Vincent Lee, Manuela Paul, Dean G. Bornstein",4.2,9412,11,"to-read, read-cookbooks, big-canoe, cookbook-food, mycookbooks"
8534,23507745,"Serafina and the Black Cloak (Serafina, #1)",Robert  Beatty,3.9,12256,72,"currently-reading, mystery-thriller, sci-fi-fantasy, 2015-release, did-not-finish"
8535,599090,A New Hope  (Star Wars: Novelizations #4),"Alan Dean Foster, George Lucas",4.07,10647,8,"star-wars, sciencefiction, collection, finished, adult-fiction"
8536,6021523,Summer House,Nancy Thayer,3.91,11460,40,"to-read, on-kindle, read-next, did-not-finish, 2013-books"
8537,331695,Almost French: Love and a New Life in Paris,Sarah Turnbull,3.68,10668,38,"to-read, ebook, tbr, travel-adventure, travels"
8538,71458,Stupeur et tremblements,Amélie Nothomb,3.72,9448,5,"to-read, kindle, contemporain, en-francais, novela"
8539,43797,Pandora / Vittorio the Vampire (New Tales of the Vampires),Anne Rice,4.03,10977,31,"to-read, vamps, omnibus-anthology-shorts, my-own-collection, luna-s-book-list"
8540,9266769,"Summer and the City (The Carrie Diaries, #2)",Candace Bushnell,3.63,11366,22,"to-read, sequels, summer-and-the-city, carrie-diaries-series, girly-books"
8541,142545,"The Stone Monkey (Lincoln Rhyme, #4)",Jeffery Deaver,3.94,11769,19,"to-read, own-it, crime-thrillers, mystery-detective, police-procedural"
8542,210243,"Origin in Death (In Death, #21)",J.D. Robb,4.34,16775,17,"mystery, part-of-a-series, romance-suspense, crime-thriller, calibre"
8543,148769,"The First Part Last (Heaven, #2)",Angela Johnson,3.96,12689,12,"to-read, poc, children-ya, read-in-2014, novel"
8544,7783191,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,"Christopher Chabris, Daniel Simons",3.88,10080,67,"to-read, psychology-to-read, self-development, reference, read-in-2012"
8545,84842,"Prior Bad Acts (Kovac and Liska, #3)",Tami Hoag,4.07,11454,11,"to-read, shelfari-favorites, read-in-2015, books, my-books"
8546,608906,"Firestar's Quest (Warriors Super Edition, #1)",Erin Hunter,4.32,14773,3,"to-read, awesome, supernatural, novels, erin-hunter-warriors"
8547,1833852,A Fraction of the Whole,Steve Toltz,4.06,7646,32,"to-read, oceania, want, tbr, read-in-2012"
8548,13531024,This is Not My Hat,Jon Klassen,4.23,14779,10,"to-read, 04-realistic-fiction, kindergarten, art, kid-books"
8549,4924862,I Will Teach You To Be Rich,Ramit Sethi,4.04,10209,28,"to-read, non-fiction-to-read, general, read-in-2012, read-2014"
8550,23197346,"Radiant Angel (John Corey, #7)",Nelson DeMille,3.84,6590,21,"to-read, read-2016, 2016-read, need, 2015-read"
8551,29103028,"The Queen's Poisoner (Kingfountain, #1)",Jeff Wheeler,4.07,14126,57,"currently-reading, owned-kindle, to-read-kindle, might-read, tbr-fantasy"
8552,11436,"Rejoice (Redemption, #4)","Karen Kingsbury, Gary Smalley",4.45,11013,6,"christian-fiction, have, paperback, 2013-reads, books-i-have"
8553,8492907,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,Michio Kaku,3.98,10159,63,"to-read, books, scanned, nook, space"
8554,13597723,"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,4.16,16704,51,"to-read, read-2014, read-in-2017, i-own, mystery-thriller-horror"
8555,87425,"Tintin in Tibet (Tintin, #20)","Hergé, Leslie Lonsdale-Cooper, Michael Turner",4.2,10146,6,"graphic-novels, read-more-than-once, re-read, fantasy, the-adventures-of-tintin"
8556,39798,"Firewall (Wallander, #8)","Henning Mankell, Ebba Segerberg",3.95,10138,4,"to-read, to-buy, roman, read-in-english, contemporary"
8557,2073686,"Tales From the Hood (The Sisters Grimm, #6)","Michael Buckley, Peter Ferguson",4.29,15020,13,"fantasy, read-aloud, read-in-2015, teen, all-time-favorites"
8558,844051,"Mutiny on the Bounty (The Bounty Trilogy, #1)","Charles Bernard Nordhoff, James Norman Hall",3.97,11746,22,"to-read, gilmore-reading-list, unread, trilogy, unfinished"
8559,1015311,"Love Hina, Vol. 01",Ken Akamatsu,3.73,10926,6,"to-read, ecchi, have, read-in-english, contemporary"
8560,19049,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,"William Arntz, Betsy Chasse, Mark Vicente",4.25,9759,16,"to-read, paper, previously-started, july-2017, nf-tbr"
8561,15954540,"The Wretched of Muirwood (Legends of Muirwood, #1)",Jeff Wheeler,3.97,6029,19,"to-read, sf-fantasy, to-read-kindle, kindle-to-read, fantasy-to-read"
8562,891812,"Gentle Rogue (Malory-Anderson Family, #3)",Johanna Lindsey,4.23,15496,10,"to-read, favourites, malory-anderson, lindsey--johanna, genre-historical"
8563,22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,4.34,9134,46,"discworld, children-s-books, 2016-reading-challenge, to-read-fantasy, fantasia"
8564,54620,Mary Barton,"Elizabeth Gaskell, Shirley Foster",3.7,11742,54,"to-read, drama, did-not-finish, maybe, female-author"
8565,115476,Nostromo,Joseph Conrad,3.81,11478,50,"to-read, abandoned, colonialism, 20th-century-lit, penguin-classics"
8566,13333093,The Plum Tree,Ellen Marie Wiseman,4.02,8479,72,"to-read, read-in-2013, 2015-read, own-to-read, books-read-in-2015"
8567,13621,"Death Note, Vol. 7: Zero (Death Note, #7)","Tsugumi Ohba, Takeshi Obata",4.41,14480,7,"manga, read-in-2014, contemporary, read-in-2016, shōnen"
8568,4345290,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,4.15,12198,110,"to-read, first-in-a-series, want, dnf, abandoned"
8569,15767586,"Styxx (Dark-Hunter, #22)",Sherrilyn Kenyon,4.58,14344,32,"to-read, m-f, favorite-books, fantasy-romance, 2013-reads"
8570,59142,Eugénie Grandet,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",3.79,11028,14,"classics, french-authors, 1001-books-you-must-read, 1001-read, 1001books"
8571,19552,Essentials of Classic Italian Cooking,"Marcella Hazan, Karin Kretschmann",4.26,10729,37,"to-read, partially-read, to-read-food, cookbooks-to-buy, food-related"
8572,82991,Silence of the Grave (Inspector Erlendur #4),"Arnaldur Indriðason, Bernard Scudder",3.94,8918,28,"to-read, e-book, favourites, read-in-icelandic, reykjavik"
8573,11387392,The Catastrophic History of You and Me,Jess Rothenberg,4.04,12890,31,"to-read, kindle, read-in-2015, young-adult-fiction, my-favorites"
8574,7906105,"Girl, Stolen (Girl, Stolen #1)",April Henry,3.99,13108,22,"to-read, library-books, young-adult-lit, read-in-2017, kindle"
8575,1211904,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Obert Skye,3.97,11192,18,"to-read, on-my-bookshelf, reread, favourites, s"
8576,25624089,Killing Reagan: The Violent Assault That Changed a Presidency,"Bill O'Reilly, Martin Dugard",4.08,9794,27,"currently-reading, o-reilly, general-non-fiction, 2015-reads, read-2017"
8577,8046680,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,"Leah Wilson, Jennifer Lynn Barnes, Mary Borsellino, Sarah Rees Brennan, Terri  Clark, Bree Despain, Adrienne Kress, Sarah Darer Littman, Cara Lockwood, Elizabeth M. Rees, Carrie Ryan, Ned Vizzini, Lili Wilkinson, Blythe Woolston",4.28,10189,18,"to-read, unfinished, favourites, analysis, smart-pop"
8578,394683,A Bargain for Frances,"Russell Hoban, Lillian Hoban",4.25,13135,4,"to-read, kids-picture-books, re-reads, my-library, frances"
8579,15806231,"Calculated in Death (In Death, #36)",J.D. Robb,4.23,12807,23,"to-read, law-enforcement, favorite-authors, have, murder"
8580,22929741,The Argonauts,Maggie Nelson,3.99,11925,47,"to-read, bookclub, english, owned-books, shared-shelf"
8581,502295,Gonzo: The Life of Hunter S. Thompson,"Jann S. Wenner, Corey Seymour",4.07,9915,67,"to-read, my-shit, writing, fun-reads, memoirs-biographies"
8582,25664459,The Last Painting of Sara de Vos,Dominic Smith,3.83,12029,41,"to-read, 2016-books-read, kindle-books, booklight-2, novel"
8583,29925715,The Sister,Louise Jensen,3.77,11603,10,"currently-reading, abandoned, bookouture, own-on-kindle, kindle-to-read"
8584,10421530,"Kiss of Frost (Mythos Academy, #2)",Jennifer Estep,4.05,18386,18,"to-read, action, maybe, school, audible"
8585,920780,Duck On A Bike,David Shannon,4.06,12461,8,"to-read, owned, narrative-skills, storytime-books, friends"
8586,10518423,The Soldier's Wife,Margaret Leroy,3.88,11421,82,"to-read, maybe, didn-t-finish, read-2013, read-2015"
8587,17667561,"The Shadow Throne (The Ascendance Trilogy, #3)",Jennifer A. Nielsen,4.23,15731,23,"to-read, my-favorites, listened-to, read-2015, jennifer-a-nielsen"
8588,432,"City of Glass (The New York Trilogy, #1)",Paul Auster,3.81,10157,10,"to-read, uni, college, school-reading, read-for-school"
8589,87264,Memórias Póstumas de Brás Cubas,Machado de Assis,4.23,8306,6,"favorites, em-português, re-read, nacionais, literatura-lusófona"
8590,7264206,"This Body of Death (Inspector Lynley, #16)",Elizabeth  George,4.01,12396,13,"to-read, read-2012, english, english-mystery, scotland-yard"
8591,773514,"Emily Climbs (Emily, #2)",L.M. Montgomery,4.14,15498,16,"to-read, read-in-2015, female-author, realistic-fiction, juvenile-fiction"
8592,2152871,"Kushiel's Mercy (Imriel's Trilogy, #3)",Jacqueline Carey,4.3,13337,23,"to-read, audible, favorite-books, my-books, all-time-favorites"
8593,39933,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,3.63,12467,39,"to-read, to-read-nonfiction, literary-studies, informative, never-finished"
8594,12040447,"Shadows in Flight (Ender's Shadow, #5)",Orson Scott Card,3.76,11464,51,"to-read, audio-books, e-book, have, shelfari-wishlist"
8595,20705702,"Burn for Me (Hidden Legacy, #1)",Ilona Andrews,4.34,17853,19,"to-read, paranormal-urban-fantasy, audible, family, all-time-favorites"
8596,1689469,"Chasing Darkness (Elvis Cole, #12)",Robert Crais,4.18,11070,2,"to-read, read-2016, elvis-cole-joe-pike, los, private-detective"
8597,301023,"ttyl (Internet Girls, #1)",Lauren Myracle,3.46,14505,6,"to-read, epistolary, teens, guilty-pleasures, read-in-2009"
8598,34548,If Chins Could Kill: Confessions of a B-Movie Actor,Bruce Campbell,3.99,11853,47,"to-read, memoirs-biographies, finished, my-library, novels"
8599,1898916,"Vampire Knight, Vol. 4 (Vampire Knight, #4)","Matsuri Hino, Tomo Kimura",4.31,13515,6,"manga, graphic, manga-shojo, manga-comic, manga-graphic-novel"
8600,1821187,Train Dreams,"Denis Johnson, Bettina Abarbanell",3.89,4886,21,"to-read, audio-books, 2000s, read-in-2011, pulitzer-finalists"
8601,16248196,The Art of Thinking Clearly,Rolf Dobelli,3.79,8367,46,"to-read, essays, first-reads, read-2016, read-2014"
8602,1296415,Mouse Paint,Ellen Stoll Walsh,4.15,12839,2,"to-read, favorite-picture-books, picturebook, spanish, creativity"
8603,13601550,"Accidentally on Purpose (Accidentally on Purpose, #1)",L.D. Davis,3.94,16958,9,"to-read, own-it, kindle-freebie, drugs, adult-romance"
8604,901680,Edvard Munch: 1863-1944 (Basic Art),Ulrich Bischoff,4.07,8308,6,"to-read, art-inspirations, biográficos, collection-print, 1-2"
8605,48697,Art in Theory 1900 - 2000: An Anthology of Changing Ideas,"Charles Harrison, Paul Wood",3.94,7861,16,"to-read, reference-books-to-aquire, books-on-art-and-artists, a1, favorites-to-read"
8606,9677870,Press Here,"Hervé Tullet, Christopher Franceschelli",4.44,15315,15,"to-read, kids-read, colours, concept-books, childrens-picture-book"
8607,828483,"The Killing (Cherub, #4)",Robert Muchamore,4.12,11584,4,"to-read, children-s-books, read-2013, detective, ebooks"
8608,43929,Darkest Fear (Myron Bolitar #7),Harlan Coben,4.03,10955,18,"to-read, american, policier, 2006, 2013-books"
8609,724371,The Lady of Shalott,"Alfred Tennyson, Charles Keeping",4.17,14848,27,"to-read, fairy-tales, read-in-2011, read-in-2017, owned-books"
8610,95661,"Revenge of the Wannabes (The Clique, #3)",Lisi Harrison,3.76,12935,4,"to-read, have, read-in-2016, middle-school-reads, pre-teen"
8611,80449,On the Genealogy of Morals,"Friedrich Nietzsche, Douglas Smith",4.1,9214,23,"philosophy, political-theory, فلسفه, religion-philosophy, nihilism"
8612,133017,Hellblazer: Original Sins,"Jamie Delano, John Ridgway, Alfredo Alcalá",4.1,12881,20,"to-read, graphic-novels-manga, constantine, hqs, graphic-novels-read"
8613,10604115,Happy Accidents: A Memoir,"Jane Lynch, Lisa Dickey",3.69,10824,84,"to-read, my-bookshelf, lgbtqia, memoirs-and-biographies, entertainment"
8614,25451852,"Dawn of Wonder (The Wakening, #1)",Jonathan Renshaw,4.36,12166,60,"to-read, interested, ebook, faves, scifi-fantasy"
8615,13007638,"Celebrity in Death (In Death, #34)",J.D. Robb,4.28,13182,16,"mystery, library-book, i-own, re-read, murder"
8616,21394850,أقوم قيلا,سلطان موسى الموسى,3.99,9612,9,"to-read, my-favorites, on-the-shelf, 2016-books, to-read-later"
8617,62032,"The 13½ Lives of Captain Bluebear (Zamonia, #1)","Walter Moers, John Brownjohn",4.2,10560,40,"to-read, all-time-favourites, maybe, bücherregal, 4-stars"
8618,530793,The Wives of Henry VIII,Antonia Fraser,4.15,13159,69,"to-read, female-author, adult, home-library, kindle"
8619,10659536,Every Thing on It,Shel Silverstein,4.39,11547,30,"to-read, i-own, j-non-fiction, poem, mine"
8620,489972,The Snowman,Raymond Briggs,4.28,13496,2,"to-read, british, childrens-lit, my-books, magic"
8621,18655937,"Nash (Marked Men, #4)",Jay Crownover,4.21,21213,30,"new-adult, erotic, swoon-worthy, annoying-heroine, edelweiss"
8622,13363270,"Just One Drop (The Grey Wolves, #3)",Quinn Loftis,4.48,15606,9,"to-read, weres, paranormal-fantasy, alpha-male, fav"
8623,61665,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,"Carl Sagan, Ann Druyan",4.26,10690,49,"to-read, must-read, evolution, pop-science, scientific"
8624,6433836,"Rough Country (Virgil Flowers, #3)",John Sandford,4.15,12594,10,"to-read, audio-books, sanford-flowers, sandford-flowers, crime-detective"
8625,46917,Rabbit Redux (Rabbit Angstrom #2),John Updike,3.79,11051,17,"to-read, abandoned, united-states, 1001books, english"
8626,78408,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),Lemony Snicket,3.72,14205,22,"to-read, teen, read-in-2017, books, unfortunate-events"
8627,194618,"Ross Poldark (Poldark, #1)",Winston Graham,4.11,5990,19,"to-read, 2015-reads, 2017-reads, regency, historicalfiction"
8628,25663888,"Orphan X (Orphan X, #1)",Gregg Hurwitz,4.08,10320,47,"to-read, hurwitz, default, 2016-books-read, thriller-suspense"
8629,11757975,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",Bella Andre,3.87,18776,13,"currently-reading, maybe, alpha-male, kobo, 2013-reads"
8630,7940591,Blockade Billy,Stephen King,3.4,12179,30,"to-read, adult, audio-book, contemporary-fiction, stephen-king-books"
8631,31271,The Matlock Paper,Robert Ludlum,3.86,11118,11,"to-read, priority, conspiracy, drugs, popular-fiction"
8632,736376,Breakfast with Buddha,Roland Merullo,3.82,8634,36,"to-read, wish-list, spiritual-fiction, fiction-and-literature, read-fiction"
8633,29022,The Twelve Caesars,"Suetonius, Michael Grant, Robert Graves",4.05,11283,29,"to-read, primary-sources, history-books, college, biography-autobiography"
8634,18039755,حوجن [Ḥawjan],"Ibraheem Abbas, إبراهيم عباس, Yasser Bahjatt",3.75,10203,9,"to-read, قصص-وروايات, ادب-عربي, n, روايات-عربي"
8635,360562,"Sharpe's Rifles (Sharpe, #6)",Bernard Cornwell,4.21,10342,9,"to-read, hist-fic, personal-library, recommended, audio-book"
8636,192214,"Vector Prime (Star Wars: The New Jedi Order, #1)",R.A. Salvatore,3.79,10769,13,"to-read, fantasy-scifi, own-it, audiobooks, sw-new-jedi-order"
8637,24767,"Touching Darkness (Midnighters, #2)",Scott Westerfeld,3.89,16168,13,"to-read, favourites, superpowers, fantasy-paranormal, young-adult-fantasy"
8638,3545387,"Revenge of the Spellmans (The Spellmans, #3)",Lisa Lutz,4.14,14258,21,"to-read, private-investigator, have, shelfari-favorites, read-in-2016"
8639,15811520,Detroit: An American Autopsy,Charlie LeDuff,3.95,9860,47,"to-read, audio-books, death, overdrive, racism"
8640,93575,"Gaudy Night (Lord Peter Wimsey, #12)",Dorothy L. Sayers,4.26,14750,21,"to-read, my-library, women, detectives, mystery-detective"
8641,17158532,"Kings Rising (Captive Prince, #3)",C.S. Pacat,4.5,14210,23,"to-read, amazing, alpha-male, loved-it, absolute-favorites"
8642,18129852,"Rival (Fall Away, #2)","Penelope Douglas, Abby Craden, Nelson Hobbs",4.16,21940,43,"favorites, new-adult-romance, top-tbr, downloaded, pregnancy"
8643,287861,"Mortal Engines (The Hungry City Chronicles, #1)",Philip Reeve,3.98,12868,50,"to-read, future, novels, series-to-read, first-in-series"
8644,10399742,Private London (Private #4),"James Patterson, Mark Pearson",3.75,9922,29,"to-read, listened-to, i-own, private-james-patterson, p"
8645,6659254,"Blood Cross (Jane Yellowrock, #2)",Faith Hunter,4.13,16307,21,"urban-fantasy, favorite, have, weres, dark-fantasy"
8646,204479,"Spying in High Heels (High Heels, #1)",Gemma Halliday,3.67,11034,27,"to-read, humorous, california, 2012-read, 2012-reads"
8647,776159,"The Lady in the Lake (Philip Marlowe, #4)",Raymond Chandler,4.07,11613,20,"mystery, read-in-2015, literary-fiction, read-in-2014, english"
8648,232958,I Love You Through and Through,"Bernadette Rossetti-Shustak, Caroline Jayne Church",4.39,10808,8,"to-read, emma-s-books, we-own, our-library, books-we-read-to-kairi"
8649,22571612,"Crash & Burn (Tessa Leoni, #3)",Lisa Gardner,4.0,8644,15,"to-read, ebooks, murder-mystery, 2015-read, on-kindle"
8650,616318,"Justice, Volume 1","Jim Krueger, Alex Ross, Doug Braithwaite",4.14,10232,14,"to-read, read-comics, manga-to-read, aquaman, justiceleague"
8651,10084,"River of Blue Fire (Otherland, #2)",Tad Williams,4.0,12015,15,"to-read, sciencefiction, my-collection, audio-book, male-author"
8652,295169,"The Wind Singer (Wind on Fire, #1)","William Nicholson, Peter Sís",3.84,12654,49,"to-read, own-it, did-not-finish, action, children-young-adult"
8653,93436,The End of Mr. Y,Scarlett Thomas,3.79,7920,16,"to-read, cover-love, scarlett-thomas, secondhand, experiment"
8654,587638,Gentlemen of the Road,"Michael Chabon, Gary Gianni",3.42,10440,35,"to-read, favourites, read-2011, war, unfinished"
8655,9476510,Those Guys Have All the Fun: Inside the World of ESPN,"James Andrew Miller, Tom Shales",3.69,9413,35,"to-read, non-fiction-to-read, fun, adult-nonfiction, personal"
8656,129984,Big Fish,Daniel Wallace,3.64,11526,34,"to-read, mythology, maybe, read-in-2012, i-own-it"
8657,17936925,"Breakable (Contours of the Heart, #2)",Tammara Webber,4.06,17319,61,"to-read, made-me-cry, 2015-reads, e-book, audio"
8658,15818333,The Death of Bees,Lisa O'Donnell,3.81,11530,101,"to-read, my-library, sub, 2015-reads, i-own"
8659,531421,Bella Tuscany,Frances Mayes,3.74,10773,30,"to-read, unread, favourites, series, books-set-in-italy"
8660,9526658,"Black Dawn (The Morganville Vampires, #12)",Rachel Caine,4.26,14778,40,"to-read, love, my-bookshelf, read-in-2014, english"
8661,9670094,Through My Eyes,"Tim Tebow, Nathan Whitaker",3.92,8727,20,"to-read, autobiography-biography-memoir, history, kindle-books, audible"
8662,60932,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,4.21,10500,34,"to-read, african-american-lit, post-apocalypse, black, read-2017"
8663,16164271,"Locke & Key, Vol. 6: Alpha & Omega","Joe Hill, Gabriel Rodríguez",4.5,14363,20,"to-read, creepy, contemporary, sci-fi-fantasy, locke-and-key"
8664,56674,"Empire of the Sun (Empire of the Sun, #1)",J.G. Ballard,3.98,11185,36,"to-read, england, fiction-to-read, memoirs, nonfiction"
8665,1034605,The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone,"Patricia M. Scarry, Richard Scarry",4.28,11493,2,"to-read, children-youth, unlikely-get-maybe, for-the-children, grandkidreading"
8666,28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,9662,28,"to-read, world, non-fiction-travel, culture, african"
8667,653711,"Crystal Singer (Crystal Singer, #1)",Anne McCaffrey,4.07,14864,2,"to-read, ya, first-in-series, calibre, borrowed"
8668,13546173,"The Assassin and the Underworld (Throne of Glass, #0.4)",Sarah J. Maas,4.37,17008,34,"to-read, action-adventure, library, supernatural, books"
